Timestamp,Market,TokenID,Price,Side,BetUSD,OrderID,Alasan
2026-07-29T04:12:40.303274+00:00,Trump eliminates capital gains tax on crypto by ___?,52705106051566244437,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.310020+00:00,When will Bitcoin hit $150k?,45438797913102633064,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.318901+00:00,Will El Salvador hold $1b+ of BTC by...? ,44075407248802593112,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.318901+00:00,Opensea FDV above ___ one day after launch?,42645635688384173938,0.1565,BUY_YES,1.0,ERROR,"YES oversold (0.16), momentum reversal terdeteksi."
2026-07-29T04:12:40.318901+00:00,Will knots flip bitcoin core by ___?,10725399507923585054,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.334534+00:00,Another S&P 500 Company buys Bitcoin by ___?,47210872739571542299,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.334534+00:00,US national Bitcoin reserve before 2027?,11556327994308857436,0.1650,BUY_YES,1.0,ERROR,"YES oversold (0.17), momentum reversal terdeteksi."
2026-07-29T04:12:40.334534+00:00,Will China unban Bitcoin by 2027?,91810646921497227084,0.0265,BUY_YES,1.0,ERROR,"YES oversold (0.03), momentum reversal terdeteksi."
2026-07-29T04:12:40.365783+00:00,Will MicroStrategy announce bankruptcy before 2027?,73750806898846511435,0.0375,BUY_YES,1.0,ERROR,"YES oversold (0.04), momentum reversal terdeteksi."
2026-07-29T04:12:40.429044+00:00,Bitcoin more valuable than any company before 2027?,86581060953228516881,0.0310,BUY_YES,1.0,ERROR,"YES oversold (0.03), momentum reversal terdeteksi."
2026-07-29T04:12:40.429044+00:00,Will a new country buy Bitcoin by...?,50532714665502917553,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.443913+00:00,Which companies announce bankruptcy before 2027?,19806056738295752725,0.0450,BUY_YES,1.0,ERROR,"YES oversold (0.04), momentum reversal terdeteksi."
2026-07-29T04:12:40.443913+00:00,Will Bitcoin replace SHA-256 before 2027?,78335109906317895545,0.0345,BUY_YES,1.0,ERROR,"YES oversold (0.03), momentum reversal terdeteksi."
2026-07-29T04:12:40.443913+00:00,Bitcoin all time high by ___?,92156284534280143070,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.459549+00:00,Bitcoin vs. Gold vs. S&P 500 in 2026,10825159190441306313,0.1550,BUY_YES,1.0,ERROR,"YES oversold (0.15), momentum reversal terdeteksi."
2026-07-29T04:12:40.459549+00:00,Will Bitcoin outperform Gold in 2026?,47113934605305582772,0.2850,BUY_YES,1.0,ERROR,"YES oversold (0.28), momentum reversal terdeteksi."
2026-07-29T04:12:40.459549+00:00,Will Bitcoin Dominance hit 70% before 2027?,60105229286427884692,0.0750,BUY_YES,1.0,ERROR,"YES oversold (0.07), momentum reversal terdeteksi."
2026-07-29T04:12:40.475163+00:00,Bitcoin BIP-360 implemented in 2026?,10620947090514013341,0.4120,BUY_YES,1.0,ERROR,"YES oversold (0.41), momentum reversal terdeteksi."
2026-07-29T04:12:40.475163+00:00,Will Satoshi move any Bitcoin in 2026?,11200732737326362317,0.0555,BUY_YES,1.0,ERROR,"YES oversold (0.06), momentum reversal terdeteksi."
2026-07-29T04:12:40.490791+00:00,What will the Bitcoin Volatility Index hit in 2026?,55847848536491216001,0.0000,BUY_NO,1.0,ERROR,"NO oversold (0.00), pressure bearish terkonfirmasi."
2026-07-29T04:12:40.490791+00:00,Will Bitcoin kimchi premium hit 8% in 2026?,29921827662343369724,0.4450,BUY_NO,1.0,ERROR,"NO oversold (0.45), pressure bearish terkonfirmasi."
2026-07-29T04:12:40.490791+00:00,Bitcoin best month in 2026?,80500387295972661187,0.0000,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
2026-07-29T04:12:40.490791+00:00,Bitcoin quantum-resistant upgrade implemented in 2026?,13131684928534652547,0.0555,BUY_YES,1.0,ERROR,"YES oversold (0.06), momentum reversal terdeteksi."
2026-07-29T04:12:40.506416+00:00,Quantum breaks Bitcoin by ___?,34465721417203196976,0.0455,BUY_YES,1.0,ERROR,"YES oversold (0.05), momentum reversal terdeteksi."
2026-07-29T04:12:40.506416+00:00,"Bitcoin Up or Down - May 20, 6AM ET",10829917887273882885,0.0040,BUY_NO,1.0,ERROR,"NO oversold (0.00), pressure bearish terkonfirmasi."
2026-07-29T04:12:40.522043+00:00,What will the Bitcoin Implied Volatility index hit by July 3,71651343297763794895,0.0120,BUY_YES,1.0,ERROR,"YES oversold (0.01), momentum reversal terdeteksi."
2026-07-29T04:12:40.522043+00:00,What price will Bitcoin hit in July?,87089866297625849866,0.0005,BUY_YES,1.0,ERROR,"YES oversold (0.00), momentum reversal terdeteksi."
